Rank,PackageId,Version,TotalDownloads,DetectedFrameworks,Description
618,Asseco.Tools.DevAccessSetup,0.2.1,45647,Microsoft.Extensions.CommandLineUtils,Package Description
619,tanka.graphql.generator.tool,2.0.1,45431,CommandLineParser,Code generator for Tanka GraphQL library
620,dotnet-dsrouter,9.0.661903,45365,System.CommandLine,.NET Performance Diagnostic Server Router Tool
621,dhxcodetool,4.19.2026.303,45082,Unknown/Custom,数据中间件，代码生成
622,GameBundle,1.8.1,44977,CommandLineParser,A tool to package MonoGame and other .NET applications into several distributable formats
623,Skyline.DataMiner.CICD.Tools.SDKChecker,2.1.1,44947,System.CommandLine,This dotnet tool will check if every project in a Visual Studio solution is SDK style or Legacy style.
624,Xamarin.AndroidBinderator.Tool,0.5.7,44814,Mono.Options / NDesk.Options,A tool for generating Xamarin.Android Binding projects from Razor templates and Maven Repository data.
625,Apprio.Tools.DotnetVersionBump,5.0.1,44771,Unknown/Custom,Package Description
626,Microsoft.Dynamics.BusinessCentral.Development.Tools,17.0.33.55542,44632,System.CommandLine; CommandLineParser,Development tools for pipelines and automation of Dynamics 365 Business Central development processes
627,dotnetCampus.WriteAppVersionTask,3.19.1,44521,CommandLineParser,提供dotnet打包方法
628,dotnet-cli-zip,3.1.3,44324,Unknown/Custom,A quick consistent way of zipping and unzipping between linx-x64/win-x64/osx-x64 :)
629,vanir,12.0.2,44215,System.CommandLine,Vanir CLI tool
630,RecreateSolutionStructure,1.3.0,44196,System.CommandLine,"A dotnet tool for recreating the directory tree for projects, specified in the solution file"
631,lunet,1.0.12,44155,Unknown/Custom,Lunet is a static website generator.
632,GbUtil,0.14.0,44079,CommandLineParser,.NET Global tool for GitBucket utilities.
633,dotnetCampus.MatrixRun,3.19.1,44030,Unknown/Custom,提供dotnet打包方法
634,tailwindcss.cli,4.2.2,44001,Unknown/Custom,TailwindCSS CLI dotnet tool
635,pgutil,2.2.6,43943,Unknown/Custom,CLI for ProGet's APIs.
636,SemVerAnalyzer,4.0.1,43843,CommandLineParser,Analyse and recommend an appropriate semver update for a package change
637,fsdgenaspnet,3.13.0,43743,Unknown/Custom,A tool that generates an ASP.NET controller for a Facility Service Definition.
638,HatTrick.DbEx.Tools,0.9.9,43654,Unknown/Custom,dbExpression is a database connector that enables fluent composition and execution of type safe SQL queries directly from Microsoft .NET.  This tool provides for generation of code scaffolding for use with dbExpression.
639,LaDeak.CHttp,3.3.0,43623,System.CommandLine,A simple HTTP/3 client tool.
640,trreplace,0.22.0,43557,CommandLineParser,"Replaces nodes with arbitrary text in a parse tree.
This program is part of the Trash toolkit."
641,Tmds.DBus.Tool,0.91.1,43528,System.CommandLine,.NET tool for interacting with D-Bus and generating code for Tmds.DBus and Tmds.DBus.Protocol
642,win-acme,2.2.9.1701,43443,Unknown/Custom,"This is a ACMEv2 client for Windows that aims to be very simple to start with, but powerful enough to grow into almost every scenario."
643,Bake,0.37.51,43160,McMaster.Extensions.CommandLineUtils,"# Bake

Bake is a convention based build tool that focuses on minimal to none effort
to configure and setup. Ideally you should be able to run `bake` in any
repository with minimal arguments and get the ""expected"" output or better. This
however comes at the cost of conventions and how well Bake works on a project
all depends on how many of the conventions that project follows.

Bake is the right tool for you if you

- ... don't want to have a complicated build setup and configuration
- ... just want to focus on the development part of your project
- ... want to have the ""basics"" covered during build and release
- ... just want a build, test and release process that works

Bake is **NOT** the right tool for you if you

- ... like having control of every part of the build and release process
- ... have a project with a lot of custom build and/or release steps

## Features

- **Artifacts** are automatically created for relevant projects. Examples
  are NuGet packages, Windows/Linux single binaries for tools, containers
  for `Dockerfile`
- **Release notes** are parsed and added to all applicable artifacts
- **Tests** are automatically located and executed

## Installing Bake

There is a few different ways to install Bake, choose one that best suites your
needs.

* **Download binary** - Simply download a binary from the
  [releases](https://github.com/rasmus/Bake/releases)
  page that suites your platform and architecture
* **Install .NET tool** - If have the .NET SDK installed, you can install
  Bake as a .NET tool.
  ```
  dotnet tool install --global Bake --version [VERSION]
  ```
  **NOTE:** Be sure to always install a specific version to ensure that your
  builds does not suddenly change behavior when new features are introduced
  in new versions of Bake.


## Usage

Here are some examples of typical arguments passed to Bake.

### Basic test build

Here is the simple use case for using Bake on e.g. pull requests

```
bake run
```

### Basic release build

Here is the simple example of running a release build that sends NuGet packages
created during the release to the GitHub package store for the owner of the
current repository.

```
bake run --convention=Release --destination=""nuget>github,container>rasmus""
```"
644,NetPackageAnalyzerConsole,10.2025.1228.1606,43157,System.CommandLine,This package make you an interface and  record from static properties / methods
645,Bionic,1.0.27,42829,McMaster.Extensions.CommandLineUtils,Bionic - An Ionic CLI clone for Blazor projects
646,trclonereplace,0.23.42,42792,CommandLineParser,"Rename a grammar symbol or symbols.
This program is part of the Trash toolkit."
647,SIL.NuGetCleaner,1.4.0,42674,CommandLineParser,NuGetCleaner allows to unlist pre-release packages after the release of a new version.
648,BCircle.ConfigEditor,0.1.13,42617,Unknown/Custom,Package Description
649,dotnet-nugetize,1.4.7,42255,Mono.Options / NDesk.Options,"A must-have complementary tool to NuGetizer, this tool will help you discover how NuGetizer packs a project
      rapidly iterate on your project's packaging until you get it just right for your needs."
650,DotnetMigrations8,3.0.1,41976,McMaster.Extensions.CommandLineUtils,"Npgsql Migrations Runner

      run dotnet migration --help to see available options"
651,CompatibilityChecker,0.5.0,41929,CommandLineParser,"This project implements a binary compatibility checker for .NET assemblies. The goal of this project is to automate the process of identifying binary- and source-breaking changes between releases of a .NET library. Libraries with string compatibility policies will eventually be able to incorporate this check in the unit tests for the library. The checker will download a declared previous release of the library from NuGet (or potentially from another source), and verify that the latest build of the library is compatible with the binary interfaces defined by the earlier release.

This library may also feature support for higher levels of compatibility, such as warning users if new overloads of a method could result in an AmbiguousMatchException for users who didn't specify a complete signature when using reflection.

Diagnostics produced by this checker will be categorized by their likely impact on consumers, and by whether the change constitutes a binary- or source-level breaking change. At this time, there are no plans to implement detection or reporting for changes in runtime semantics.

    Usage: dotnet compat Reference.dll New.dll"
652,LogicFlow.Astra.CLI,2.5.3,41647,CommandLineParser,LogicFlow Astra CLI
653,Mirango.LicenseTool,1.5.6,41624,McMaster.Extensions.CommandLineUtils,A tool to automatically collect and validate NuGet package licenses.
654,Yuniql.Cli,1.3.15,41554,CommandLineParser,"yuniql (yuu-nee-kel) is a schema versioning and database migration tool for sql server and others. Versions are organized as series of ordinary directories. Scripts are stored transparently as plain old .sql files. yuniql simply automates what you would normally do by hand and executes scripts in an orderly and transactional fashion. Visit https://yuniql.io to get started.

      Install tool:
      $ dotnet tool install -g Yuniql.Cli

      Supported databases:
      - SQL Server
      - Azure SQL Database
      - PostgreSql
      - MySql

      Getting started:
      - https://github.com/rdagumampan/yuniql/wiki/getting-started-(simplified)"
655,repo-version,0.2.11.2,41372,Unknown/Custom,Package Description
656,Microsoft.dotnet-try,1.0.20474.1,41050,System.CommandLine,Command line tool for developers and content authors to create interactive experiences.
657,BBDown,1.6.3,40958,System.CommandLine,BBDown是一个免费且便捷高效的哔哩哔哩下载/解析软件.
658,dotnet-wtrace,9.0.25188.20,40896,Unknown/Custom,Package Description
659,NovoNordisk.SpecTrack,1.1.2,40861,System.CommandLine,Requirements as Code
660,SmartSql.DataConnector,4.1.68,40815,McMaster.Extensions.CommandLineUtils,SmartSql = MyBatis + Cache(Memory | Redis) + ZooKeeper + R/W Splitting +Dynamic Repository ....
661,trstrip,0.22.0,40807,CommandLineParser,"Read the parse tree data from stdin and strip the grammar
of all comments, labels, and action blocks.
This program is part of the Trash toolkit."
662,dotnetCampus.BuildMd5Task,3.19.1,40777,Unknown/Custom,提供dotnet打包方法
663,Sarif.PatternMatcher.Cli,4.5.7,40758,CommandLineParser,A general pattern matcher that persists results to the SARIF format.
664,Hades,0.11.0,40742,System.CommandLine,A dotnet tool to create SBOM:s.
665,SIL.Machine.Tool,3.8.1,40733,McMaster.Extensions.CommandLineUtils,A command-line tool for natural language processing using the Machine library.
666,Xamarin.AndroidX.Migration.Tool,1.0.10,40729,Mono.Options / NDesk.Options,This package provides a set of tools and MSBuild tasks to aid in the migration from Android Support to Android X.
667,CKli,0.0.7,40708,Unknown/Custom,Command line tools to manage multi-repository Stacks.
668,mlnet-win-x64,16.18.2,40490,System.CommandLine,"A .NET Core command line tool to automatically build, train, and generate an ML.NET model and consumption code."
669,dotnetCampus.SendEmailTask,3.19.1,40411,Unknown/Custom,提供dotnet打包方法
670,scip-dotnet,0.2.12,40389,System.CommandLine,Package Description
671,SIL.Machine.Morphology.HermitCrab.Tool,3.8.1,40373,ManyConsole; Mono.Options / NDesk.Options,A command-line tool for the HermitCrab parser.
672,Net2TypeScript,10.0.0,40342,Unknown/Custom,.NET tool to generate TypeScript interfaces/enums from .NET assembly classes/interfaces/enums
673,AutoGuru.KeyValuePush.Redis,2.0.0,40304,McMaster.Extensions.CommandLineUtils,A dotnet global tool for pushing key-value data into redis.
674,ElectronSharp.CLI,36.2.0.59099,40182,Unknown/Custom,"Building cross platform electron based desktop apps with .NET Core and ASP.NET Core.
      This package contains the dotnet tooling to electronize your application."
675,Nethereum.Generator.Console,6.0.0,40109,Unknown/Custom,Code generation of Nethereum integration classes using the Solidity Abi and Bin
676,stankins.console,2020.8.16.282,40080,Microsoft.Extensions.CommandLineUtils,Package Description
677,dotnet-rimraf,1.2.4,40040,McMaster.Extensions.CommandLineUtils,"Safe deep deletion, like 'rm -rf' as a .NET Core Global Tool"
678,FacilityConformance,2.38.0,40016,Unknown/Custom,A tool that checks Facility conformance.
679,syncfusion.scaffolding,20.3.0.47,39838,Unknown/Custom,"The Syncfusion scaffolding command-line is used to work with the database, and generate controller and razor files in Blazor and view files in ASP.NET Core with Syncfusion components. The Syncfusion scaffolding command-line is applicable for Blazor and ASP.NET Core applications.

The command-line support has been provided for the following Syncfusion Blazor and ASP.NET Core controls.

DataGrid
Tree Grid
Charts
Scheduler
Diagram
Rich Text Editor
Document Editor
PDF Viewer

Support:
Incident: https://www.syncfusion.com/support/directtrac/incidents/newincident?utm_source=nuget&utm_medium=listing
Forum: https://www.syncfusion.com/forums/others/extension?utm_source=nuget&utm_medium=listing

Documentation:
Blazor: https://blazor.syncfusion.com/documentation/visual-studio-integration/visual-studio-extensions/scaffolding/#command-line
ASP.NET Core: https://ej2.syncfusion.com/aspnetcore/documentation/visual-studio-integration/visual-studio-extensions/scaffolding/#command-line

© Copyright 2020 Syncfusion, Inc. All Rights Reserved. The Syncfusion Essential Studio license and copyright applies to this distribution."
680,almops,1.3.2,39669,CommandLineParser,Command line tool to administrate ALM (Application lifecycle management) solutions like Azure DevOps or GitLab
681,ghvs,1.0.110,39653,McMaster.Extensions.CommandLineUtils,Package Description
682,Farkle.Tools,6.5.2,39532,Argu,"Farkle's command line helper tool. It can list the precompiled grammars of an assembly and create templated text like HTML pages from them.

Installing this tool is also required when building a project that uses the precompiler from Visual Studio for Windows, or with the classic ""msbuild"" command."
683,aardpack,2.0.7,39484,Unknown/Custom,.NET tool for packing Aardvark Platform projects.
684,Pimix.Apps.SubUtil,4.0.0,39444,CommandLineParser,Utility to update subtitles.
685,zebble-css,2.0.9,39382,Unknown/Custom,Provides CSS related functionalities for Zebble projects
686,yaos.OpenAPI.Diff.Action,1.1.4,39282,Unknown/Custom,Package Description
687,SaxonHE11NetXslt,11.7.0,39220,Unknown/Custom,"This is a thin .NET 8/9 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 11.7, allowing the use of XSLT 3.0 from the command line.
The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 11.7 Java release from Maven, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
688,GenerateAspNetCoreClient.Refit,4.0.0,39010,CommandLineParser,DotNet tool to generate Refit HTTP client types from ASP.NET Core API controllers.
689,Perla,1.0.0,39000,Unknown/Custom,"A SPA Dev Server that focuses on removing the node toolchain for frontend developers where possible,
        Perla uses esbuild, import maps, ESModules, and other modern well supported by browser features to enable A
        seamless development experience with less tooling."
690,SaxonHE12NetXQuery,12.9.10,38816,Unknown/Custom,"This is a thin .NET 10 command line app/dotnet tool wrapper around the an IKVM compiled Saxon HE 12.9, allowing the use of XQuery 3.1 from the command line.
      The tool is an experimental use of IKVM and IKVM.Maven and the Saxon HE 12.9 Java release, but it is not in any way a supported or validated product of the company Saxonica, the creator of Saxon HE."
691,TerminalGuiDesigner,1.1.1,38816,CommandLineParser,Command line visual designer tool for creating Terminal.Gui C# applications.  Create and edit Termianl.Gui views as easily as you could with the Windows Forms Designer.  All generated code is contained in a separate file (e.g. MyControl.Designer.cs).  Run the tool by calling directly from the command line 'TerminalGuiDesigner'
692,AzureDevOps.DataIngestor,1.0.8,38701,CommandLineParser,"Console application to collect Azure DevOps data by calling into Azure DevOps REST API. Each data collector collects data such as projects, repositories, commmits, etc."
693,Marraia.CheckPercentage,1.7.0,38484,System.CommandLine,"Library that verifies the percentage of your unit tests, for use on CD/CI"
694,Cynosura.Studio.CliTool,0.5.1,38473,Unknown/Custom,Cynosura CLI tool
695,trungroup,0.23.42,38465,CommandLineParser,"Perform an ungroup transformation of the 'element' node(s) specified by the string.
This program is part of the Trash toolkit."
696,ICSharpCode.CodeConverter.CodeConv,10.0.1.923,38435,System.CommandLine; McMaster.Extensions.CommandLineUtils,Bidirectional code converter for VB and C#
697,ACR-SyncTool,2.0.2,38359,Unknown/Custom,Command line tool to synchronize Docker Image Registries to private Azure Container Registries
698,METU.IDS4Server,2025.805.9.1,38356,Unknown/Custom,Package Description
699,Lion.AbpPro.Cli,10.0.1.1,38343,Unknown/Custom,Abp vNext Pro
700,Elastacloud.TwinMigration,3.1.8,38223,CommandLineParser,Package Description
701,WuGanhao.GitMirror,1.4.8,38139,Unknown/Custom,Package Description
702,TrxToExtentReport,0.0.4,38118,CommandLineParser,Tool to convert test results (TRX files) to ExtentReports (html).
703,Miccore.Net,4.0.0,37916,McMaster.Extensions.CommandLineUtils,"Tool for .NET 10 WebApi microservice clean architecture creation and management.
      Features: FastEndpoints, MediatR CQRS, AutoMapper, FluentValidation, OpenTelemetry, Caching, Aspire."
704,upload-bitbucket-coverage-tool,1.0.0,37646,Spectre.Console.Cli,Package Description
705,EdjCase.ICP.ClientGenerator,7.0.2,37644,CommandLineParser,Package Description
706,Greg.Xrm.Command,1.2026.3.195,37343,Unknown/Custom,Package Description
707,zebble-compile-zbl,2.0.4,37068,Unknown/Custom,Provides zbl files compilation for Zebble projects
708,DeveWeb3Cli,1.0.53,37061,Unknown/Custom,Web3 CLI which is somewhat similar to gochain/web3 but built in C# with Nethereum.
709,fhir-candle,2025.611.1422,37041,System.CommandLine,A small in-memory FHIR server that can be used for testing and development - NOT for production workloads.
710,zch,8.0.142,36899,Unknown/Custom,"This is a dotnet tool CLI application help you to create cryptography key file and protect the db connection string in .NET config file.
GitLab Repository: https://gitlab.com/ponylin1985/zayniframework"
711,tranalyze,0.23.42,36586,CommandLineParser,"Reads an Antlr4 grammar from stdin and identifies problems in the grammar.
This program is part of the Trash toolkit."
712,OrchardCoreContrib.PoExtractor,1.2.0,36553,Unknown/Custom,.NET Core global tool for extracting translatable strings from the OrchardCore source files.
713,json2yaml,6.0.0,36467,McMaster.Extensions.CommandLineUtils,json2yaml is .NET global tool for converting json to yaml
714,cadmo-cli,1.2.1,36445,Unknown/Custom,Cli tool for low-code generation .net web api.
715,EntityFrameworkRuler,10.0.7,36303,Unknown/Custom,CLI tool for creating and applying entity model rules used to align the Reverse Engineering output with a custom design such as that of an EF6 EDMX.
716,DirSync,3.0.0,36184,CommandLineParser,A tiny cross platform utility tool for sync files between two directories.
717,ApiPort,2.8.14,36046,System.CommandLine,Evaluates portability of assemblies across .NET platforms
718,SrcSet,5.0.0,36026,Spectre.Console.Cli,A CLI to create sets of responsive images for the web
719,Amazon.Lambda.TestTool-9.0,0.17.0,35835,Unknown/Custom,A tool to help debug and test your .NET 9.0 AWS Lambda functions locally.
720,Microsoft.PSRule.Tool,2.9.0,35807,System.CommandLine,"Validate infrastructure as code (IaC) and objects using PowerShell rules.

This project uses GitHub Issues to track bugs and feature requests. See GitHub project for more information."
721,ikon,2.24.52,35716,Unknown/Custom,"Ikon Tool is a command-line utility that is used for login, project creation, pipeline running, and more."
722,Python.Tool.Uv.Unofficial.DotNetCli,0.9.22,35693,Unknown/Custom,An unofficial redistribution of https://github.com/astral-sh/uv for consumption through Nuget
723,DK.Expressions.Shell,4.1.10.2109201400,35646,Unknown/Custom,Package Description
724,dotnet-html2md,3.0.0,35597,Unknown/Custom,"A command line tool capable of converting an HTML page to markdown, downloading and re-linking any associated images."
725,dotnet-dnb-datamigration,2026.0.1,35557,CommandLineParser,Package Description
726,clr2ts,10.0.0,35500,Unknown/Custom,Transpiler that takes CLR assemblies and outputs corresponding typescript definitions.
727,Sbroenne.ExcelMcp.McpServer,1.8.39,35470,Spectre.Console.Cli,"Excel automation for AI assistants - manage Sheets, Power Query, DAX, VBA, Tables, Ranges, Formatting, Validation and more. Requires Excel to be installed. Only runs on Windows."
728,Microsoft.CodeCoverage.Console,17.0.1,35419,System.CommandLine,Dynamic code coverage tools.
729,trifenix.versions.console,0.0.52,35277,CommandLineParser,Programa que actualiza una versión de un paquete y luego actualiza todas las dependencias en github
730,t-rex,1.0.196,35165,System.CommandLine,"With t-rex, you can explore the results of your most recent test run. It discovers, parses, and displays the contents of .trx files."
731,SynVer,0.0.9,34919,Argu,Syntactic (Semantic) Versioning for .NET libraries heavily inspired in elm-package (bump and diff)
732,Microsoft.CST.RecursiveExtractor.CLI,1.2.58,34753,CommandLineParser,"RecursiveExtractor is able to process the following formats: ar, bzip2, deb, gzip, iso, tar, vhd, vhdx, vmdk, wim, xzip, and zip. RecursiveExtractor automatically detects the archive type and fails gracefully when attempting to process malformed content."
733,Project2015To2017.Migrate2017.Tool,4.2.0,34708,Unknown/Custom,Tool for converting a MSBuild project file to VS2017 format and beyond.
734,trdot,0.23.42,34692,CommandLineParser,"Reads a tree from stdin and prints the tree as a Dot graph.
This program is part of the Trash toolkit."
735,cute,2.15.0,34645,System.CommandLine; Spectre.Console.Cli,Contentful Update Tool and Extractor. Bulk upload and download from excel/csv/tsv/yaml/json/sql. Bulk content generator via AI using prompts in your Contentful space.
736,dotnetCampus.VerifyMd5Task,3.19.1,34623,Unknown/Custom,提供dotnet打包方法
737,Anduin.Parser,10.0.11,34508,System.CommandLine,A cli tool project helps to re-encode and save all videos under a path.
738,Bruce,4.6.146,34492,Unknown/Custom,"A command line tool that manages the cross-platform, managed-code Kerberos Ticket parsing, validation, and authentication library Kerberos.NET."
739,DTOMaker.CLI,1.10.4,34388,System.CommandLine,CLI tool for converting DTOMaker templates to generators.
740,Eros404.BandcampSync,1.2.8,34380,Spectre.Console.Cli,A .NET tool that make easier to download your Bandcamp collection on a local device.
741,io.github.christopherhx.gharun,3.14.0.8,34354,System.CommandLine,"Unofficial GitHub Actions Runner Client, run your github action workflows locally. Changelog https://github.com/ChristopherHX/runner.server/releases/tag/v3.14.0. More Information https://github.com/ChristopherHX/runner.server."
742,dotnet-heapview,1.1.103,34323,System.CommandLine,Package Description
743,iril-cli,0.9.17,34265,Unknown/Custom,"Compiles LLVM IR, C, and C++ code to .NET Standard assemblies."
744,Genco,1.0.28,34040,Unknown/Custom,A code generator based on a json file
745,GitHub.CommandLine,2.2.1,33980,Unknown/Custom,Package Description
746,dotnet-census,1.12.1,33806,CommandLineParser,A tool to find and count .NET versions
747,kvps-cli,0.2.2,33787,McMaster.Extensions.CommandLineUtils,A key value pair storage tool
748,Nodsoft.MoltenObsidian.Tool,1.0.31,33680,Spectre.Console.Cli,"Utilitary CLI tool for Molten Obsidian, used for Vault manipulation purposes."
749,MASES.KNetConnect,3.2.1,33650,Unknown/Custom,"Connect SDK command line interface of .NET suite for Apache Kafka. KNet is a comprehensive .NET suite for Apache Kafka providing all features: Producer, Consumer, Admin, Streams, Connect, backends (KRaft)."
750,dotnet-sshdeploy,0.4.0,33635,Unknown/Custom,A command-line tool that enables quick deployments over SSH. This is program was specifically designed to streamline .NET application development for the Raspberry Pi running Raspbian.
751,dotnet-trx2sonar,1.0.5,33586,McMaster.Extensions.CommandLineUtils,Dotnet tool to convert Visual Studio TRX files to SonarCloud Generic Test Data - Generic Execution.
752,telplin,0.10.0,33549,Argu,Generate F# signature files.
753,mcdg,1.1.0,33489,System.CommandLine,Dotnet tool for generating mermaid class diagrams from C# source code with advanced filtering and semantic analysis
754,dotnet-mgfxc,3.8.4.1,33448,Unknown/Custom,The MonoGame Framework Effect Compiler (MGFXC) command line tool is used to compile shaders.
755,dotnetCampus.CopyAfterCompileTool,3.19.1,33377,Unknown/Custom,提供dotnet打包方法
756,CKSetup,22.0.2,33340,Microsoft.Extensions.CommandLineUtils,Command line utility that setups (ie. run an Engine on) one or more binary paths: assemblies are unified and CKSetup.Runner is used to execute the specified Engine.
757,Alias,0.4.3,33336,CommandLineParser,Alias
758,SkbKontur.TypeScript.ContractGenerator.Cli,2.1.12,33236,CommandLineParser,A tool that can generate TypeScript types from C# classes
759,mlnet-linux-x64,16.18.2,33162,System.CommandLine,"A .NET Core command line tool to automatically build, train, and generate an ML.NET model and consumption code."
760,DevBricks.Client,1.0.20240619.1,33088,System.CommandLine,Package Description
761,Kongverge,3.1.0,33070,McMaster.Extensions.CommandLineUtils,A desired state configuration tool for Kong
762,dotnet-search,1.0.1,32985,McMaster.Extensions.CommandLineUtils,"Search for Nuget packages using the .NET Core CLI.

Example: dotnet search json.net"
763,is-iot-ipc-server,2.3.0,32897,System.CommandLine,"This dotnet tool is a server for IPC, RPC calls and `services` administration using singalr communication
    Use is-iot-ipc-lib for a dotnet core library to communicate with service
    Install the tool, and read the tutorial (at) 
    This package was built from the source code at https://bitbucket.org/ant-automation/ind-studio-iot-ipc.git"
764,DotnetTestSplit,1.3.0,32867,Unknown/Custom,"Splits dotnet test trx files into separate junit xml files like those generated by maven surefire report plugin. 
      Can be used to generate html reports using some tools like `junitreport` ant task to provide a browsable report of the testcases results to be exported from your CI environment."
765,ReleaseDownloader,0.9.27,32847,CommandLineParser,A tool to download assets from GitHub releases
766,dotnetCampus.FileDownloader.WPF,2.2.2,32818,Unknown/Custom,dotnet file downloader
767,METU.EXCEPTIONS,2025.805.5.1,32677,Unknown/Custom,Package Description
768,deicrypt,2026.2.11.346,32670,Spectre.Console.Cli,.deicrypt is a command-line tool designed for encoding and decoding files using using DEI-related terms padded by safe spaces.
769,dotnet-krp,1.0.9,32664,McMaster.Extensions.CommandLineUtils,A reverse-proxy for dynamic port-forwarding to Kubernetes
770,Genyman,0.0.24,32647,McMaster.Extensions.CommandLineUtils,Genyman CLI - Code Generator Tool
771,wk.Snippet,21.0.3,32620,System.CommandLine,Package Description
772,CSharpToTypeScript.CLITool,2.5.1,32523,McMaster.Extensions.CommandLineUtils,"Convert C# Models, ViewModels and DTOs into their TypeScript equivalents."
773,ClaimsSetup,5.1.2,32445,McMaster.Extensions.CommandLineUtils,Package Description
774,VRChat.VPM.CLI,0.1.28,32293,System.CommandLine,"This Official VRChat CLI Tool enables advanced creators to manage their packages, projects, dependencies and more from the command line. Full documentation available at https://vcc.docs.vrchat.com/vpm/cli"
775,MartinCostello.DotNetBumper,0.11.5,32291,McMaster.Extensions.CommandLineUtils,A .NET Global Tool that upgrades projects to a newer version of .NET.
776,BingImageDownload,1.2.80,32218,McMaster.Extensions.CommandLineUtils,"Bing image download will download the bing images for all cultures.

Setup as a daily schedule, you have all the wallpapers you could ever need!

See https://github.com/BlythMeister/BingImageDownload for usages"
777,dotnetCampus.RunWithConfigValueTask,3.19.1,32126,CommandLineParser,提供dotnet打包方法
778,ProjectVersioning.DotNet.Cli,8.0.0,32086,Unknown/Custom,.NET Core CLI project version generator tool
779,mdm-cli,0.12.15,31930,CommandLineParser,Creación del modelo desde .net a typescript
780,trprint,0.18.1,31924,CommandLineParser,"Read stdin and print out the text for the tree.
This program is part of the Trash toolkit."
781,automatica-cli,8.0.0.14819,31875,PowerArgs,Tool for creating Automatica.Core Drivers and Rules
782,KageKirin.XmlFormat.Tool,0.9.0,31785,Unknown/Custom,CLI tool for formatting XML files
783,OctopusProjectBuilder.Console,4.1.1,31737,Unknown/Custom,Console application allowing to configure Octopus resources from YAML files.
784,Smitso.Naf.Tools.NafMdaConsole,10.0.0,31622,CommandLineParser,Console tool for NAF MDA functionality (e.g. producing a model file).
785,trfold,0.18.1,31601,CommandLineParser,"Replace a sequence of symbols on the RHS of a rule with the rule LHS symbol.
This program is part of the Trash toolkit."
786,Versioning.NET,0.8.1,31529,McMaster.Extensions.CommandLineUtils,A dotnet tool that automatically versions csproj files semantically with git integration.
787,FlubuCore.Tool,10.1.0,31453,McMaster.Extensions.CommandLineUtils,"This package includes the flubu local / global tool for executing FlubuCore scripts.

      FlubuCore is a cross platform build and deployment automation system for building projects and executing deployment scripts using C# code.

      Documentation can be found at: https://github.com/dotnetcore/FlubuCore

      Detailed examples can be found at: https://github.com/dotnetcore/FlubuCore.Examples"
788,DacTools.Deployment.Tool,0.7.0,31447,Unknown/Custom,A Helpful tool that can be used to deploy dacpac files to SQL Server. This tool has the ability to deploy a dacpac to multiple databases simultaniously.
789,YS.Knife.Api.Client.Generator,1.3.3,31181,Unknown/Custom,Package Description
790,cogs,1.0.562,31133,Microsoft.Extensions.CommandLineUtils,"The Convention-based Ontology Generation System (COGS) gives you a powerful, patterns-based way to build ontologies. COGS enables a clean separation of concerns and gives you full control over markup for enjoyable, agile development. COGS includes many features that enable fast, test-driven development for publishing sophisticated models in a variety of formats.

COGS is for domain experts and groups who value ease of collaboration and low technical barriers for participation."
791,PlainSql.Migrations.Tool,2.0.0,31095,McMaster.Extensions.CommandLineUtils,A .NET Global tool that executes PlainSql.Migrations
792,Laobian.Jarvis,2.0.0,30982,CommandLineParser,Laobian.Jarvis is handy assistant for managing private system
793,LibSassBuilder-Tool,3.0.0,30961,CommandLineParser,Compile Sass files to css from CLI. Install globally with `dotnet tool install -g LibSassBuilder-Tool`
794,AMorrison.Mutant,0.4.5,30951,ManyConsole; Mono.Options / NDesk.Options,Package Description
795,trxlog2html,1.0.4,30905,ConsoleAppFramework,Trxlog2html is the command line tool for converting the output result of VSTest log to html.
796,Skyline.DataMiner.CICD.Tools.Sbom,1.0.0,30903,System.CommandLine; Spectre.Console.Cli; CommandLineParser; PowerArgs,This .NET tool allows you to create a Software Bill of Materials (SBOM) for a given directory. It also allows you to add the SBOM to a package.
797,SqlServer.AdministrativeViews,1.1.298,30845,Unknown/Custom,"Visualize Administrative Views for queries, metrics and execution plans as interactive single-file html report for one or many sql servers. It supports SQL Server 2005 ... SQL Server 2025."
798,Microsoft.SqlServer.SqlToolsServiceLayer.Tool,2.0.0,30806,Unknown/Custom,".NET client SQL Tools Service application, usable as a dotnet tool. This package is intended to be used by internal applications only and should not be referenced directly."
799,Smitso.Naf.Tools.AppInfo,10.0.0,30801,CommandLineParser,NAF Tool for setting common version info throughout a Visual Studio solution.
800,Skyline.DataMiner.CICD.Tools.NuGetValidateSkylineSpecifications,2.1.1,30796,System.CommandLine,Validates all projects that create Skyline NuGets against Skyline specifications for public libraries.
801,aver,1.0.2,30738,Argu,Dotnet tool for reading assembly information
802,rimraf,0.3.1,30716,System.CommandLine,Deep deletion command for .NET (like rm -rf)
803,Ibex.CommandLine,6.11.2.2,30487,Unknown/Custom,Command line utility for Ibex.PDF.Creator package.
804,Netspark.CleanArchitecture.Scaffold,2.0.1,30442,Unknown/Custom,DotNetTool for scaffolding clean architecture commands and queries along with their test stubs according to the structure of the application presented in NorhwindTraders database on GitHub https://github.com/JasonGT/NorthwindTraders.git by architect Jason Taylor.
805,GraphQlClientGenerator.Tool,0.9.31,30400,System.CommandLine,A simple strongly typed C# GraphQL client generator console app
